------------------------------------------------
NUMBER OF KEYS
199
299
399
499
599
699
799
899
999
------------------------------------------------
TIME
0,011324
0,008557
0,008876
0,007692
0,007313
0,008177
0,00651
0,009173
0,012125
0,008138
0,011237
0,017369
0,010302
0,009516
0,008708
0,010835
0,017216
0,010297
0,010131
0,012168
0,010691
0,011139
0,009713
0,009977
0,010929
0,016802
0,017251
0,015055
0,013781
0,014289
0,014858
0,012429
0,018767
0,017116
0,014712
0,014725
0,015906
0,025402
0,013292
0,01445
0,013008
0,017469
0,01369
0,018401
0,020423
0,018114
0,015081
0,017376
0,021374
0,012007
0,01348
0,015679
0,028785
0,021617
0,016875
0,021357
0,011522
0,013628
0,014308
0,019215
0,016408
0,018093
0,016623
0,01545
0,015495
0,022481
0,014153
0,019431
0,016377
0,014904
0,014747
0,01684
0,019702
0,014738
0,016774
0,019707
0,021783
0,020847
0,02093
0,017009
0,015725
0,016395
0,021155
0,015516
0,015754
0,014268
0,01762
0,014652
0,018039
0,015418
0,018039
0,017061
0,015995
0,017511
0,016633
0,01718
0,019343
0,016514
0,014531
0,016117
------------------------------------------------
