------------------------------------------------
NUMBER OF KEYS
199
299
399
499
599
699
799
899
999
------------------------------------------------
TIME
0,011444
0,009
0,009552
0,007864
0,029997
0,009442
0,008784
0,014187
0,00956
0,009707
0,011029
0,009844
0,033916
0,010209
0,010012
0,011983
0,013364
0,018258
0,011644
0,018069
0,014041
0,011668
0,012397
0,012852
0,017248
0,013399
0,014336
0,012809
0,015587
0,013558
0,015883
0,013632
0,025384
0,015112
0,016222
0,01509
0,014416
0,01914
0,01673
0,021364
0,016177
0,017702
0,013909
0,021514
0,01711
0,016358
0,013301
0,014414
0,017032
0,02259
0,01585
0,01427
0,037569
0,018323
0,014274
0,018056
0,041507
0,019442
0,017259
0,019731
0,017292
0,019197
0,134243
0,018437
0,019507
0,041128
0,015545
0,018029
0,023376
0,051384
0,084742
0,017265
0,017756
0,02033
0,019599
0,015449
0,018979
0,018084
0,01752
0,016109
0,01593
0,018286
0,022852
0,017806
0,020214
0,020049
0,016583
0,01938
0,0183
0,016581
0,014723
0,015726
0,020861
0,01785
0,016042
0,016538
0,018843
0,017258
0,019629
0,014976
------------------------------------------------
