------------------------------------------------
NUMBER OF KEYS
199
299
399
499
599
699
799
899
999
------------------------------------------------
TIME
0,011714
0,007937
0,010478
0,010039
0,009343
0,009699
0,010023
0,009768
0,010924
0,00996
0,010724
0,010963
0,011978
0,011064
0,011124
0,011908
0,011112
0,014092
0,023216
0,016404
0,012998
0,01325
0,012918
0,01227
0,013499
0,013462
0,015667
0,015716
0,016108
0,020875
0,025277
0,016002
0,017903
0,013558
0,015439
0,01647
0,015479
0,015888
0,014746
0,021384
0,028133
0,022987
0,017166
0,025527
0,016498
0,019602
0,020145
0,01832
0,016229
0,020813
0,018896
0,017627
0,016719
0,017034
0,017835
0,029544
0,018154
0,019441
0,020293
0,025634
0,016925
0,020936
0,017975
0,018628
0,016536
0,018868
0,025688
0,017083
0,027306
0,015425
0,019018
0,017954
0,017569
0,021744
0,018865
0,0158
0,016763
0,018504
0,018646
0,018359
0,017198
0,023756
0,024765
0,027655
0,027167
0,017777
0,020275
0,028371
0,015733
0,017426
0,017707
0,023483
0,030585
0,033579
0,020322
0,016411
0,034251
0,018638
0,018333
0,018841
------------------------------------------------
