------------------------------------------------
NUMBER OF KEYS
199
299
399
499
599
699
799
899
999
------------------------------------------------
TIME
0,011547
0,008478
0,010226
0,007443
0,007388
0,00934
0,008642
0,008645
0,009511
0,008285
0,011563
0,008515
0,008775
0,008512
0,008409
0,010908
0,011365
0,010315
0,015073
0,010738
0,010464
0,012709
0,012285
0,014828
0,012867
0,014357
0,010942
0,011511
0,019318
0,015224
0,015973
0,016493
0,02382
0,014926
0,021609
0,016288
0,014514
0,023167
0,014259
0,017717
0,015277
0,022834
0,019859
0,015937
0,016213
0,019048
0,018571
0,017927
0,02113
0,02082
0,017634
0,024193
0,01474
0,022381
0,016659
0,01684
0,026599
0,016346
0,015661
0,015865
0,018117
0,01962
0,01739
0,015303
0,019169
0,016851
0,015182
0,030392
0,020857
0,01711
0,016399
0,015663
0,018121
0,020499
0,019637
0,017217
0,019562
0,017333
0,015342
0,016077
0,017858
0,017697
0,017459
0,018731
0,017395
0,022224
0,016046
0,017694
0,021852
0,016521
0,016637
0,021835
0,016463
0,01775
0,019042
0,018793
0,029356
0,015384
0,019696
0,028942
------------------------------------------------
