------------------------------------------------
NUMBER OF KEYS
199
299
399
499
599
699
799
899
999
------------------------------------------------
TIME
0,012197
0,007649
0,009274
0,007598
0,00768
0,009065
0,00653
0,009003
0,008711
0,011017
0,010554
0,008219
0,012645
0,010095
0,009738
0,009123
0,014459
0,012509
0,010254
0,009734
0,01257
0,0124
0,012534
0,011369
0,0116
0,015593
0,022547
0,013171
0,011337
0,016018
0,013986
0,015621
0,01515
0,013085
0,015036
0,040616
0,011516
0,013524
0,014311
0,014687
0,024352
0,017242
0,024164
0,048776
0,014804
0,035754
0,01797
0,01854
0,026835
0,016219
0,023042
0,016028
0,021811
0,018922
0,022726
0,022631
0,015403
0,018375
0,049739
0,022814
0,01896
0,021113
0,027689
0,01332
0,016482
0,02702
0,016682
0,017931
0,018602
0,020971
0,014863
0,030848
0,015076
0,023855
0,018852
0,02142
0,016839
0,022866
0,025924
0,025447
0,017383
0,018542
0,017965
0,019301
0,02069
0,021887
0,019893
0,015433
0,019297
0,018737
0,021108
0,014554
0,015407
0,021013
0,017439
0,016254
0,019945
0,014742
0,016944
0,01883
------------------------------------------------
